"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","maxlength","fecundity","fecundity_mean","reproductionmode","fertilization","class","order","family","genus","species","maturityage","adultlifespan","generationtime"
"1","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa1","0.00"," 12.0"," 4.000000","0.81300000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"2","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa10","0.00"," 12.0"," 4.000000","0.91700000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"3","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa17","0.00"," 12.0"," 4.000000","0.86800000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"4","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa18","0.00"," 12.0"," 4.000000","0.87200000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"5","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa23","0.00"," 12.0"," 4.000000","0.90600000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"6","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa30","0.00"," 12.0"," 4.000000","0.86800000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"7","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa38","0.00"," 12.0"," 4.000000","0.88500000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"8","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","Absa41","0.00"," 12.0"," 4.000000","0.90300000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"9","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","2al10","1.00"," 12.0"," 2.000000","0.65600000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"10","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","2al13","1.00"," 12.0"," 2.000000","0.88500000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"11","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","2al2","1.00"," 12.0"," 2.000000","0.86600000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"12","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890","0","USA","Fort Pierce","27.05819"," -80.10331",NA,""," 1","2al24","1.00"," 11.0"," 3.000000","0.43000000",NA,"msats303"," 22.9",NA,NA,"dioecism","external","Teleostei","Perciformes","Pomacentridae","Abudefduf","saxatilis"," 1.2743470"," 5.507347","2.276889e+01"
"13","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER27","0.00"," 30.0"," 4.000000","0.92700000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"14","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER44","0.00"," 30.0"," 2.000000","0.56900000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"15","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER61","0.00"," 30.0"," 2.000000","0.93900000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"16","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER92","0.00"," 30.0"," 2.000000","0.88300000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"17","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER159","0.00"," 30.0"," 4.000000","0.83700000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"18","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER243","0.00"," 30.0"," 4.000000","0.46000000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"19","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER263","0.00"," 30.0"," 2.000000","0.51100000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"20","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER358","0.00"," 30.0"," 4.000000","0.33400000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"21","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER453","0.00"," 30.0"," 4.000000","0.94800000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"22","Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611","1","USA","Sarasota, FL","27.34067"," -82.57679",NA,""," 1","SER476","0.00"," 30.0"," 4.000000","0.91000000",NA,"msats001","230.0","1","      1.00","dioecism","internal (oviduct)","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","narinari"," 5.8090915","15.344229","4.899539e+06"
"23","Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523","0","USA","Oregon","45.83556","-124.80167",NA,"2006"," 1","Afi32A","0.00"," 24.0"," 2.000000","0.88000000",NA,"msats305","120.0","c(NA, 1e+06, 1e+06)","1000000.00","dioecism","external","Teleostei","Scorpaeniformes","Anoplopomatidae","Anoplopoma","fimbria"," 4.9330784","18.868795","4.588961e+04"
"24","Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523","0","USA","Oregon","45.83556","-124.80167",NA,"2006"," 1","AfiP3A","0.00"," 31.0"," 2.000000","0.89000000",NA,"msats305","120.0","c(NA, 1e+06, 1e+06)","1000000.00","dioecism","external","Teleostei","Scorpaeniformes","Anoplopomatidae","Anoplopoma","fimbria"," 4.9330784","18.868795","4.588961e+04"
"25","Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523","0","USA","Oregon","45.83556","-124.80167",NA,"2006"," 1","Afi03","0.00"," 29.0"," 3.000000","0.72000000",NA,"msats305","120.0","c(NA, 1e+06, 1e+06)","1000000.00","dioecism","external","Teleostei","Scorpaeniformes","Anoplopomatidae","Anoplopoma","fimbria"," 4.9330784","18.868795","4.588961e+04"
"26","Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523","0","USA","Oregon","45.83556","-124.80167",NA,"2006"," 1","Afi701","0.00"," 23.0"," 4.000000","0.90000000",NA,"msats305","120.0","c(NA, 1e+06, 1e+06)","1000000.00","dioecism","external","Teleostei","Scorpaeniformes","Anoplopomatidae","Anoplopoma","fimbria"," 4.9330784","18.868795","4.588961e+04"
"27","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp003","1.00"," 22.0"," 4.000000","0.13000000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"28","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp017","1.00"," 22.0"," 4.000000","0.42600000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"29","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp039","1.00"," 22.0"," 4.000000","0.13300000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"30","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp121","1.00"," 22.0"," 4.000000","0.71900000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"31","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp221","1.00"," 22.0"," 3.000000","0.57500000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"32","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp230","1.00"," 22.0"," 3.000000","0.76900000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"33","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp239","1.00"," 22.0"," 3.000000","0.86200000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"34","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp275","1.00"," 22.0"," 6.000000","0.66200000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"35","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp301","1.00"," 22.0"," 4.000000","0.77900000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"36","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp473","1.00"," 22.0"," 4.000000","0.13000000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"37","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp489","1.00"," 22.0"," 3.000000","0.04500000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"38","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp500","1.00"," 22.0"," 3.000000","0.35500000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"39","Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81","0","USA","Sabine Lake","30.04206"," -93.82079",NA,"2002-2004"," 1","Bp531","1.00"," 22.0"," 3.000000","0.59300000",NA,"msats301"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"40","Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233",NA,"2004, 2005"," 1","AF039657","1.00"," 60.0"," 3.000000","0.06600000",NA,"ppdat"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"41","Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233",NA,"2004, 2005"," 1","AF039658","1.00"," 60.0"," 3.000000","0.82300000",NA,"ppdat"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"42","Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233",NA,"2004, 2005"," 1","AF039661","1.00"," 60.0"," 4.000000","0.18400000",NA,"ppdat"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"43","Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233",NA,"2004, 2005"," 1","AF049462","1.00"," 60.0"," 3.000000","0.78300000",NA,"ppdat"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"44","Brevoortia gunteri","Finescale menhaden","Lynch 2008 Thesis (W&M)","0","USA","West Louisiana","29.50655"," -92.55066",NA,"2006-2007"," 1","AsaB020","1.00"," 24.0"," 3.000000","0.47300000",NA,"msats304"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"45","Brevoortia gunteri","Finescale menhaden","Lynch 2008 Thesis (W&M)","0","USA","West Louisiana","29.50655"," -92.55066",NA,"2006-2007"," 1","AsaC334","1.00"," 11.0"," 4.000000","0.81400000",NA,"msats304"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"46","Brevoortia gunteri","Finescale menhaden","Lynch 2008 Thesis (W&M)","0","USA","West Louisiana","29.50655"," -92.55066",NA,"2006-2007"," 1","AsaD055","1.00"," 25.0"," 4.000000","0.91200000",NA,"msats304"," 30.0",NA,NA,"dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","gunteri"," 2.6268634"," 7.691363","9.341375e+01"
"47","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Louisiana","29.12337"," -90.99060","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.67279889",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"48","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Louisiana","29.12337"," -90.99060","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.49688030",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"49","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Louisiana","29.12337"," -90.99060","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.48095168",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"50","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Louisiana","29.12337"," -90.99060","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.61010280",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"51","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Louisiana","29.12337"," -90.99060","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.35483623",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"52","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Matagorda, TX","28.59537"," -95.96088","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.04357722",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"53","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Matagorda, TX","28.59537"," -95.96088","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.79045064",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"54","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Matagorda, TX","28.59537"," -95.96088","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.70672334",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"55","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Matagorda, TX","28.59537"," -95.96088","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.73730452",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"56","Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio","0","USA","Matagorda, TX","28.59537"," -95.96088","MENATGM",""," 5","","1.00"," 20.0"," 3.400000","0.70401652",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"57","Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233","MENATGM","2004, 2005"," 1","AF039658","1.00"," 60.0"," 3.000000","0.88300000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"58","Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233","MENATGM","2004, 2005"," 1","AF049462","1.00"," 60.0"," 3.000000","0.92300000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"59","Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233","MENATGM","2004, 2005"," 1","AF039657","1.00"," 60.0"," 3.000000","0.73600000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"60","Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio","1","USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)","28.51697"," -95.89233","MENATGM","2004, 2005"," 1","AF039661","1.00"," 60.0"," 4.000000","0.12600000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"61","Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull","0","USA","Gulf of Mexico (Galveston, TX and Cameron, LA)","29.64032"," -93.90655","MENATGM","2006-2007"," 1","Asa16","1.00"," 45.0"," 3.000000","0.81200000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"62","Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull","0","USA","Gulf of Mexico (Galveston, TX and Cameron, LA)","29.64032"," -93.90655","MENATGM","2006-2007"," 1","AsaC334","1.00"," 49.0"," 4.000000","0.85500000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"63","Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull","0","USA","Gulf of Mexico (Galveston, TX and Cameron, LA)","29.64032"," -93.90655","MENATGM","2006-2007"," 1","AsaB020","1.00"," 49.0"," 3.000000","0.93900000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"64","Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull","0","USA","Gulf of Mexico (Galveston, TX and Cameron, LA)","29.64032"," -93.90655","MENATGM","2006-2007"," 1","Asa2","1.00"," 49.0"," 3.000000","0.64100000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
"65","Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull","0","USA","Gulf of Mexico (Galveston, TX and Cameron, LA)","29.64032"," -93.90655","MENATGM","2006-2007"," 1","Asa4","1.00"," 44.0"," 3.000000","0.79000000",NA,"ppdat"," 35.0","c(14500, 51400, 152000)","  72633.33","dioecism","external","Teleostei","Clupeiformes","Clupeidae","Brevoortia","patronus"," 2.9011055"," 8.116799","8.081479e+01"
