,spp,CommonName,Source,PrimerNote,Country,Site,lat,lon,stockid,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,X.y,fbsci,maxlength,mortalitywild,fecundity,maturitylength,maturitylength_mean,maturityage,maturityage_mean,numberofspawningcycles,reproductiveseasonlength,fertilization,reproductionmode,spawningground,batchspawner,parentalcare,larvaesize,fecundity_mean,larvae_mean
797,Hippoglossus stenolepis,Pacific halibut,Hauser et al. 2006 Intl Pacific Halibut Commission Sci Report 81:1-28,0,USA,"Newport, Oregon",44.618822,-124.087515,PHALNPAC,2002,1,Hhi57,1,44,2,0.9233,NA,msats000,153,Hippoglossus stenolepis,258,55,2250000,"c(NA, NA, 134, 125, NA)",129.5,"c(7, 5, 12.1, 10.9, NA)",8.75,NA,3 months,external,dioecism,NA,0,1,NA,2250000,NA
798,Hippoglossus stenolepis,Pacific halibut,Hauser et al. 2006 Intl Pacific Halibut Commission Sci Report 81:1-28,0,USA,"Newport, Oregon",44.618822,-124.087515,PHALNPAC,2002,1,HhiJ42,1,38,2,0.9522,NA,msats000,153,Hippoglossus stenolepis,258,55,2250000,"c(NA, NA, 134, 125, NA)",129.5,"c(7, 5, 12.1, 10.9, NA)",8.75,NA,3 months,external,dioecism,NA,0,1,NA,2250000,NA
799,Hippoglossus stenolepis,Pacific halibut,Hauser et al. 2006 Intl Pacific Halibut Commission Sci Report 81:1-28,0,USA,"Newport, Oregon",44.618822,-124.087515,PHALNPAC,2002,1,Hhi59,1,43,2,0.8202,NA,msats000,153,Hippoglossus stenolepis,258,55,2250000,"c(NA, NA, 134, 125, NA)",129.5,"c(7, 5, 12.1, 10.9, NA)",8.75,NA,3 months,external,dioecism,NA,0,1,NA,2250000,NA
806,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,MnI,1,263,4,0.834,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
807,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Mn08,1,263,4,0.942,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
808,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Mn90,1,263,4,0.888,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
809,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,MnE,1,263,4,0.862,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
810,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Ta157,1,263,2,0.143,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
811,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Ta162,1,263,2,0.75,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
812,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Ta24,1,263,4,0.916,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
813,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Tge54,1,263,2,0.885,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
814,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Tge139,1,263,4,0.621,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
815,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Tge151,1,263,2,0.566,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
816,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,MnAA,1,263,4,0.864,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
817,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,MnKK,1,263,4,0.877,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
818,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,MnK,1,263,4,0.5,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
819,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,MnY,1,263,4,0.939,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
820,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Ta149,1,263,2,0.045,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
821,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Ta105,1,263,4,0.913,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
822,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Ta155,1,263,2,0.567,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
823,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Tge121,1,263,4,0.835,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
824,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Tge144,1,263,4,0.516,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
825,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Isin11,1,263,4,0.515,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
826,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Isin40,1,263,3,0.639,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
827,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Isin29,1,263,3,0.686,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
828,Kajikia albida,Atlantic white marlin,Graves & McDowell 2006 Bull Mar Sci 79:469-482,0,USA,"Cape May, NJ",38.932974,-74.901942,WMARLINATL,"1993, 1995",1,MN60,1,72,4,0.897,NA,msats000,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
829,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Tge105,1,263,2,0.652,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
830,Kajikia albida,Atlantic white marlin,Mamoozadeh et al. (2018) ICES Journal of Marine Science 75:892-902,0,USA,Mid-Atlantic Coast,38.62602,-74.9619,NA,1992-2014,1,Isin11,1,263,4,0.935,NA,msats302,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
831,Kajikia albida,Atlantic white marlin,Graves & McDowell 2006 Bull Mar Sci 79:469-482,0,USA,"Cape May, NJ",38.932974,-74.901942,WMARLINATL,"1993, 1995",1,MN10,1,74,4,0.836,NA,msats000,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
832,Kajikia albida,Atlantic white marlin,Graves & McDowell 2006 Bull Mar Sci 79:469-482,0,USA,"Cape May, NJ",38.932974,-74.901942,WMARLINATL,"1993, 1995",1,MN08,1,74,4,0.944,NA,msats000,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
833,Kajikia albida,Atlantic white marlin,Graves & McDowell 2006 Bull Mar Sci 79:469-482,0,USA,"Cape May, NJ",38.932974,-74.901942,WMARLINATL,"1993, 1995",1,MN90,1,71,4,0.901,NA,msats000,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
834,Kajikia albida,Atlantic white marlin,Graves & McDowell 2006 Bull Mar Sci 79:469-482,0,USA,"Cape May, NJ",38.932974,-74.901942,WMARLINATL,"1993, 1995",1,MN01,1,74,4,0.805,NA,msats000,160,Kajikia albida,300,NA,NA,"c(NA, 130)",130,"c(NA, NA)",NA,NA,2 months,external,dioecism,"c(NA, ""shelf"")",0,3,NA,NA,NA
853,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Lan3,0,118,3,0.857,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
854,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Lan6,0,114,2,0.868,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
855,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Lan9,0,118,2,0.795,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
856,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Lan11,0,116,2,0.901,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
857,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Lan12,0,118,2,0.642,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
858,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Lan13,0,118,2,0.341,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
859,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Ra6,1,118,NA,0.105,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
860,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy13,1,32,2,0.764,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
861,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy14,1,30,2,0.48,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
862,Lutjanus analis,Mutton snapper,Carson et al. (2011) Fishery Bulletin 109:416-428,0,USA,Florida Keys,24.729533,-81.045198,NA,2007-2009,1,Ra2,1,118,NA,0.781,NA,msats301,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
863,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy11,1,32,2,0.771,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
864,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lan5,0,29,4,0.973,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
865,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Och10,1,32,3,0,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
866,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy10,1,32,2,0.912,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
867,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy8,1,32,2,0,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
868,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lan6,0,30,2,0.909,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
869,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Och6,1,30,2,0.912,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
870,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy5,1,31,3,0.364,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
871,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy4,1,32,2,0.258,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
872,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lan9,0,30,2,0.821,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
873,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lan13,0,32,2,0.325,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
874,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Och9,1,32,2,0.878,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
875,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lan11,0,27,2,0.892,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
876,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lsy1,1,29,2,0.889,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
877,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Och4,1,32,2,0.55,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
878,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Lan3,0,31,3,0.843,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
879,Lutjanus analis,Mutton snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Key West, FL",24.551807,-81.818333,MUTSNAPSATLCGM,,1,Och11,1,32,2,0.942,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
880,Lutjanus analis,Mutton snapper,Shulzitski 2005 Thesis,0,USA,"Dry Tortugas, FL",24.625484,-82.868857,MUTSNAPSATLCGM,2003,1,La18a,0,38,4,0.964,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
881,Lutjanus analis,Mutton snapper,Shulzitski 2005 Thesis,0,USA,"Dry Tortugas, FL",24.625484,-82.868857,MUTSNAPSATLCGM,2003,1,La45a,0,39,4,0.876,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
882,Lutjanus analis,Mutton snapper,Shulzitski 2005 Thesis,0,USA,"Dry Tortugas, FL",24.625484,-82.868857,MUTSNAPSATLCGM,2003,1,La39,0,38,2,0.794,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
883,Lutjanus analis,Mutton snapper,Shulzitski 2005 Thesis,0,USA,"Dry Tortugas, FL",24.625484,-82.868857,MUTSNAPSATLCGM,2003,1,La25,0,38,4,0.942,NA,ppdat,179,Lutjanus analis,94,29,NA,"c(40, 41, 38, NA, 31.2, 28, 29.5)",34.61666667,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,5.75 months,external,dioecism,"c(NA, NA, NA, ""coastal"")",-1,1,NA,NA,NA
