"","X","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file"
"218",1993,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-55",0,"50","2",0.273,NA,"msats101"
"219",1994,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-7",0,"50","2",0.946,NA,"msats101"
"220",1995,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-2",0,"50","2",0.116,NA,"msats101"
"221",1996,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-100",0,"50","2",0.153,NA,"msats101"
"222",1997,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-13",0,"50","2",0.912,NA,"msats101"
"223",1998,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-108",0,"50","2",0.74,NA,"msats101"
"224",1999,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Nueces County, Padre Island, Texas",27.659,-97.080067,"BTIPSHARGM","2000, 2001",1,"Cli-12",0,"50","2",0.116,NA,"msats101"
"225",2000,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-107",0,"72","2",0.677,NA,"msats101"
"226",2001,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-7",0,"72","2",0.956,NA,"msats101"
"227",2002,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-13",0,"72","2",0.915,NA,"msats101"
"228",2003,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-55",0,"72","2",0.252,NA,"msats101"
"229",2004,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-12",0,"72","2",0.094,NA,"msats101"
"230",2005,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-100",0,"72","2",0.157,NA,"msats101"
"231",2006,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-108",0,"72","2",0.721,NA,"msats101"
"232",2007,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,-82.156491,"BTIPSHARGM","2000, 2001",1,"Cli-2",0,"72","2",0.082,NA,"msats101"
"233",2008,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-107",0,"34","2",0.734,NA,"msats101"
"234",2009,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-7",0,"34","2",0.955,NA,"msats101"
"235",2010,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-55",0,"34","2",0.381,NA,"msats101"
"236",2011,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-12",0,"34","2",0.058,NA,"msats101"
"237",2012,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-13",0,"34","2",0.894,NA,"msats101"
"238",2013,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-108",0,"34","2",0.748,NA,"msats101"
"239",2014,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","South Carolina Atlantic coast (Bulls Bay, Charleston County)",32.99,-79.539894,"BTIPSHARATL","2000, 2001",1,"Cli-100",0,"34","2",0.142,NA,"msats101"
"240",2015,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-55",0,"71","2",0.242,NA,"msats101"
"241",2016,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-107",0,"71","2",0.692,NA,"msats101"
"242",2017,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-100",0,"71","2",0.184,NA,"msats101"
"243",2018,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-108",0,"71","2",0.738,NA,"msats101"
"244",2019,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-13",0,"71","2",0.92,NA,"msats101"
"245",2020,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-12",0,"71","2",0.042,NA,"msats101"
"246",2021,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Terra Ceia Bay, Manatee County, Florida",27.549,-82.591883,"BTIPSHARGM","2000, 2001",1,"Cli-2",0,"71","2",0.083,NA,"msats101"
"247",2022,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-12",0,"66","2",0.102,NA,"msats101"
"248",2023,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-7",0,"66","2",0.956,NA,"msats101"
"249",2024,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-2",0,"66","2",0.157,NA,"msats101"
"250",2025,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-107",0,"66","2",0.696,NA,"msats101"
"251",2026,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-108",0,"66","2",0.71,NA,"msats101"
"252",2027,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-100",0,"66","2",0.158,NA,"msats101"
"253",2028,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-13",0,"66","2",0.912,NA,"msats101"
"254",2029,"Carcharhinus limbatus","Blacktip shark","Keeney et al. 2005. Mol Ecol 14:1911-1923",0,"United States","Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,-82.788936,"BTIPSHARGM","2000, 2001",1,"Cli-55",0,"66","2",0.233,NA,"msats101"
"255",3762,"Clupea pallasii pallasii","Pacific herring","Beacham et al. 2001 CSAS; Beacham et al. 2002 CSAS",0,"USA","Cherry Point, WA",48.870361,-122.769184,NA,"2000",13,"",0,"164",NA,0.9,NA,"ppdat"
"256",3766,"Clupea pallasii pallasii","Pacific herring","Beacham et al. 2001 CSAS; Beacham et al. 2002 CSAS",0,"USA","Sausalito Bay, CA",37.86198,-122.472682,NA,"2001, 2002",13,"",0,"363",NA,0.87,NA,"ppdat"
"257",3769,"Clupea pallasii pallasii","Pacific herring","Beacham et al. 2001 CSAS; Beacham et al. 2002 CSAS",0,"USA","Tomales Bay, CA",38.167495,-122.909946,NA,"2001, 2002",13,"",0,"360",NA,0.88,NA,"ppdat"
"258",3782,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa113",0,"93",NA,0.871,NA,"ppdat"
"259",3783,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa107",0,"95",NA,0.883,NA,"ppdat"
"260",3784,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cha123",0,"95",NA,0.928,NA,"ppdat"
"261",3785,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cha63",0,"95",NA,0.904,NA,"ppdat"
"262",3786,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa27",0,"95",NA,0.613,NA,"ppdat"
"263",3787,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa106",0,"95",NA,0.651,NA,"ppdat"
"264",3788,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa103",0,"95",NA,0.897,NA,"ppdat"
"265",3789,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cha20",0,"94",NA,0.886,NA,"ppdat"
"266",3790,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cha113",0,"95",NA,0.923,NA,"ppdat"
"267",3791,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa113_Olsen",0,"95",NA,0.91,NA,"ppdat"
"268",3792,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cha17",0,"92",NA,0.913,NA,"ppdat"
"269",3793,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Case Inlet, WA 1999",47.288545,-122.82589,NA,"1999",1,"Cpa4",0,"95",NA,0.902,NA,"ppdat"
"270",3794,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cha20",0,"92",NA,0.891,NA,"ppdat"
"271",3795,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa4",0,"93",NA,0.902,NA,"ppdat"
"272",3796,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa113",0,"91",NA,0.865,NA,"ppdat"
"273",3797,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cha17",0,"90",NA,0.91,NA,"ppdat"
"274",3798,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa27",0,"93",NA,0.712,NA,"ppdat"
"275",3799,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cha63",0,"93",NA,0.902,NA,"ppdat"
"276",3800,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa106",0,"91",NA,0.598,NA,"ppdat"
"277",3801,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa107",0,"93",NA,0.895,NA,"ppdat"
"278",3802,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa103",0,"93",NA,0.896,NA,"ppdat"
"279",3803,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cha123",0,"93",NA,0.941,NA,"ppdat"
"280",3804,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cpa113_Olsen",0,"93",NA,0.924,NA,"ppdat"
"281",3805,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999",48.860649,-122.751238,NA,"1999",1,"Cha113",0,"93",NA,0.923,NA,"ppdat"
"282",3806,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cha17",0,"88",NA,0.928,NA,"ppdat"
"283",3807,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cha113",0,"85",NA,0.929,NA,"ppdat"
"284",3808,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cha123",0,"89",NA,0.939,NA,"ppdat"
"285",3809,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa113",0,"89",NA,0.865,NA,"ppdat"
"286",3810,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cha20",0,"87",NA,0.876,NA,"ppdat"
"287",3811,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa4",0,"89",NA,0.895,NA,"ppdat"
"288",3812,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa113_Olsen",0,"89",NA,0.915,NA,"ppdat"
"289",3813,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cha63",0,"81",NA,0.909,NA,"ppdat"
"290",3814,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa103",0,"89",NA,0.871,NA,"ppdat"
"291",3815,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa107",0,"89",NA,0.886,NA,"ppdat"
"292",3816,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa27",0,"88",NA,0.706,NA,"ppdat"
"293",3817,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Cherry Point, WA 1999 non-spawning",48.860649,-122.751238,NA,"1999",1,"Cpa106",0,"88",NA,0.668,NA,"ppdat"
"294",3818,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa27",0,"94",NA,0.727,NA,"ppdat"
"295",3819,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cha17",0,"91",NA,0.907,NA,"ppdat"
"296",3820,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa106",0,"94",NA,0.703,NA,"ppdat"
"297",3821,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa107",0,"94",NA,0.905,NA,"ppdat"
"298",3822,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cha123",0,"92",NA,0.928,NA,"ppdat"
"299",3823,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cha113",0,"95",NA,0.927,NA,"ppdat"
"300",3824,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cha63",0,"95",NA,0.905,NA,"ppdat"
"301",3825,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa113_Olsen",0,"95",NA,0.901,NA,"ppdat"
"302",3826,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa113",0,"92",NA,0.882,NA,"ppdat"
"303",3827,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cha20",0,"95",NA,0.898,NA,"ppdat"
"304",3828,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa4",0,"93",NA,0.909,NA,"ppdat"
"305",3829,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Port Gamble, WA 2005",47.857864,-122.577581,NA,"2005",1,"Cpa103",0,"95",NA,0.889,NA,"ppdat"
"306",3830,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa103",0,"94",NA,0.873,NA,"ppdat"
"307",3831,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa4",0,"92",NA,0.912,NA,"ppdat"
"308",3832,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa113",0,"86",NA,0.872,NA,"ppdat"
"309",3833,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cha20",0,"94",NA,0.874,NA,"ppdat"
"310",3834,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa107",0,"94",NA,0.888,NA,"ppdat"
"311",3835,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cha17",0,"93",NA,0.917,NA,"ppdat"
"312",3836,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa113_Olsen",0,"94",NA,0.901,NA,"ppdat"
"313",3837,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa106",0,"94",NA,0.596,NA,"ppdat"
"314",3838,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cha123",0,"92",NA,0.932,NA,"ppdat"
"315",3839,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cpa27",0,"93",NA,0.793,NA,"ppdat"
"316",3840,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cha113",0,"92",NA,0.922,NA,"ppdat"
"317",3841,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Quartermaster Harbor, WA",47.377662,-122.47407,NA,"2005",1,"Cha63",0,"94",NA,0.908,NA,"ppdat"
"318",3842,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa107",0,"92",NA,0.899,NA,"ppdat"
"319",3843,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa113",0,"91",NA,0.874,NA,"ppdat"
"320",3844,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa106",0,"91",NA,0.692,NA,"ppdat"
"321",3845,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa103",0,"91",NA,0.885,NA,"ppdat"
"322",3846,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cha123",0,"87",NA,0.933,NA,"ppdat"
"323",3847,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa4",0,"92",NA,0.913,NA,"ppdat"
"324",3848,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cha63",0,"78",NA,0.92,NA,"ppdat"
"325",3849,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cha113",0,"89",NA,0.925,NA,"ppdat"
"326",3850,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa113_Olsen",0,"91",NA,0.916,NA,"ppdat"
"327",3851,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cha20",0,"90",NA,0.889,NA,"ppdat"
"328",3852,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cpa27",0,"92",NA,0.733,NA,"ppdat"
"329",3853,"Clupea pallasii pallasii","Pacific herring","Mitchell 2006 Thesis",0,"USA","Semiahmoo Bay, WA 1999",48.992834,-122.811069,NA,"1999",1,"Cha17",0,"92",NA,0.923,NA,"ppdat"
"330",4026,"Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS",0,"USA","Cherry Point, WA 2003",48.844024,-122.733118,NA,"2003",12,"",0,"96",NA,0.8252,NA,"ppdat"
"331",4027,"Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS",0,"USA","Fidalgo Bay, WA",48.50091,-122.58688,NA,"1999",12,"",0,"91",NA,0.8326,NA,"ppdat"
"332",4028,"Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS",0,"USA","Port Gamble, WA 2002",47.857374,-122.577603,NA,"2002",12,"",0,"62",NA,0.8279,NA,"ppdat"
