"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","maxlength","fecundity","fecundity_mean","reproductiveseasonlength","fertilization","reproductionmode"
"1202","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs55","0","102","2","0.2","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1203","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs240","0","103","2","0.92","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1204","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs137","0","103","2","0.721","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1205","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Lca64","0","103","2","0.77","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1206","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs248","0","102","2","0.874","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1207","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs275","0","103","2","0.564","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1208","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs260","0","103","2","0.423","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1209","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Lca43","0","103","2","0.562","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1210","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Lca91","0","102","2","0.887","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1211","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs328","0","103","2","0.581","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1212","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Lca20","0","103","2","0.138","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1213","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Lca107","0","102","2","0.82","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1214","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs282","0","103","2","0.684","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1215","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs333","0","103","2","0.347","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1216","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Prs303","0","103","2","0.446","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1217","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Louisiana","29.358239","-92.006692","RSNAPWGM","2004","1","Ra6","1","103","2","0.424","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1218","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs137","0","110","2","0.713","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1219","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Lca22","0","110","2","0.732","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1220","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs55","0","109","2","0.247","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1221","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Lca20","0","110","2","0.171","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1222","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Lca107","0","110","2","0.808","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1223","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Ra6","1","110","2","0.243","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1224","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Lca64","0","110","2","0.786","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1225","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Lca43","0","110","2","0.514","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1226","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs328","0","110","2","0.558","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1227","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs240","0","110","2","0.901","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1228","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs248","0","110","2","0.888","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1229","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs303","0","110","2","0.385","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1230","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs282","0","110","2","0.641","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1231","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs275","0","110","2","0.545","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1232","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs333","0","110","2","0.343","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1233","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs260","0","110","2","0.355","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1234","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Mississippi/Alabama","29.878755","-88.548412","RSNAPEGM","2005","1","Prs221","0","110","2","0.78","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1235","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Lca43","0","83","2","0.572","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1236","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs303","0","84","2","0.475","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1237","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs260","0","84","2","0.393","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1238","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Lca22","0","85","2","0.7","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1239","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs333","0","85","2","0.326","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1240","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs137","0","79","2","0.695","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1241","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs240","0","85","2","0.879","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1242","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs55","0","84","2","0.244","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1243","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs248","0","84","2","0.861","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1244","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Lca64","0","82","2","0.77","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1245","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs275","0","82","2","0.573","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1246","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Lca20","0","85","2","0.124","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1247","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs282","0","82","2","0.611","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1248","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Lca107","0","84","2","0.798","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1249","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Ra6","1","82","2","0.393","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1250","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Lca91","0","84","2","0.554","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1251","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Northwest Florida","29.5","-85.285651","RSNAPEGM","2004","1","Prs328","0","81","2","0.558","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1252","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs275","0","105","2","0.618","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1253","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Lca91","0","103","2","0.601","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1254","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs260","0","105","2","0.301","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1255","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs248","0","104","2","0.854","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1256","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs137","0","104","2","0.67","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1257","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs303","0","105","2","0.477","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1258","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs282","0","105","2","0.661","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1259","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs55","0","104","2","0.268","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1260","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs240","0","103","2","0.897","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1261","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Lca107","0","104","2","0.796","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1262","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs333","0","105","2","0.393","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1263","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs221","0","105","2","0.759","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1264","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Lca64","0","104","2","0.77","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1265","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Ra6","1","105","2","0.373","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1266","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Lca20","0","105","2","0.192","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1267","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Lca22","0","104","2","0.71","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1268","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Prs328","0","105","2","0.56","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1269","Lutjanus campechanus","Northern red snapper","Saillant et al. 2010 ICES J Mar Sci 67:1240-1250","0","USA","Port Aransas, TX","27.794471","-97.048688","RSNAPWGM","2004","1","Lca43","0","105","2","0.472","NA","msats001","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1270","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Bycatch A","28.5","-95.015471","RSNAPWGM","1999","1","Lca22","0","118","2","0.735","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1271","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Bycatch A","28.5","-95.015471","RSNAPWGM","1999","1","Lca20","0","120","2","0.179","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1272","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Bycatch A","28.5","-95.015471","RSNAPWGM","1999","1","Prs55","0","123","2","0.197","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1273","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Bycatch A","28.5","-95.015471","RSNAPWGM","1999","1","Lca107","0","122","2","0.81","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1274","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Bycatch A","28.5","-95.015471","RSNAPWGM","1999","1","Lca43","0","120","2","0.481","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1275","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Bycatch A","28.5","-95.015471","RSNAPWGM","1999","1","Lca91","0","116","2","0.562","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1276","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Reference","29","-94.91522","RSNAPWGM","1999","1","Lca107","0","75","2","0.801","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1277","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Reference","29","-94.91522","RSNAPWGM","1999","1","Lca22","0","76","2","0.676","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1278","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Reference","29","-94.91522","RSNAPWGM","1999","1","Lca91","0","76","2","0.611","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1279","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Reference","29","-94.91522","RSNAPWGM","1999","1","Lca20","0","76","2","0.25","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1280","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Reference","29","-94.91522","RSNAPWGM","1999","1","Prs55","0","76","2","0.217","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1281","Lutjanus campechanus","Northern red snapper","Saillant. 2003. Transactions of the American Fisheries Society 132:1229-1235.","0","United States","Offshore of Galveston, Texas Reference","29","-94.91522","RSNAPWGM","1999","1","Lca43","0","76","2","0.529","NA","msats101","100","c(9300000, 11613)","4655806.5","NA","external","dioecism"
"1282","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lca22","1","98","2","0.659","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1283","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lan3","1","99","2","0.851","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1284","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lan6","1","99","2","0.652","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1285","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lan11","1","99","2","0.611","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1286","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lan12","1","99","2","0.227","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1287","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lan13","1","99","2","0.537","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1288","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lsy7","0","99","2","0.716","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1289","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lsy13","0","99","2","0.761","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1290","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Lsy14","0","99","2","0.374","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1291","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Och4","1","99","2","0.614","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1292","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Och13","1","99","2","0.432","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1293","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Prs248","1","98","2","0.929","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1294","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Prs328","1","99","2","0.633","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1295","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Ra1","1","99","NA","0.73","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1296","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Ra2","1","99","NA","0.704","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1297","Lutjanus synagris","Lane snapper","Gold et al. (2011) North American Journal of Fisheries Management 31:209-223","0","USA","Florida Keys","24.721971","-81.040391",NA,"2007-2009","1","Ra6","1","99","NA","0.552","NA","msats301","60","NA","NaN","NA","external","dioecism"
"1298","Lutjanus synagris","Lane snapper","Karlsson et al. 2009 Mar Bio","0","USA","Alabama","29.7624","-87.8267",NA,"2004-2005","1","Lca20","1","32","2","0.68","NA","ppdat","60","NA","NaN","NA","external","dioecism"
